,FIN Number,Fleet Type,DEFECT_TYPE,DUE_DATE,MAN_HOURS_VALUE
21780,9557.0,F-295,S,2022-09-04 02:00:54,14.9
21781,6760.0,F-295,S,2022-10-11 02:00:54,2.3000000000000003
21782,4480.0,F-690,S,2022-08-11 02:00:54,1.9000000000000001
21783,6656.0,F-295,S,2022-08-07 02:00:54,0.5
21784,8288.0,F-295,S,2022-08-12 02:00:54,2.9000000000000004
21785,3966.0,F-690,S,2022-09-16 02:00:54,0.5
21786,3966.0,F-690,S,2022-09-21 02:00:54,8.4
21787,6786.0,F-295,S,2022-10-23 02:00:54,5.2
21788,9144.0,,S,2022-11-30 02:00:54,8.0
21789,9557.0,F-295,S,2022-08-21 02:00:54,3.0
21790,4480.0,F-690,S,2022-10-09 02:00:54,2.0
21791,5400.0,F-690,S,2022-12-26 02:00:54,13.3
21792,3966.0,F-690,S,2022-08-31 02:00:54,1.9000000000000001
21793,4620.0,F-690,S,2022-11-12 02:00:54,3.6
21794,6656.0,F-295,S,2022-11-22 02:00:54,2.8000000000000003
21795,3230.0,F-690,S,2022-08-05 02:00:54,13.9
21796,3230.0,F-690,S,2022-10-29 02:00:54,4.3
21797,3834.0,F-690,S,2022-10-09 02:00:54,1.4000000000000001
21798,7644.0,F-690,S,2022-09-03 02:00:54,8.9
21799,6252.0,F-295,S,2022-08-22 02:00:54,12.3
21800,6656.0,F-295,S,2022-08-05 02:00:54,1.5
21801,6084.0,F-295,S,2022-10-22 02:00:54,4.800000000000001
21802,7644.0,F-690,S,2022-08-10 02:00:54,7.2
21803,5967.0,F-690,S,2022-08-08 02:00:54,2.0
21804,9072.0,F-295,S,2022-09-01 02:00:54,1.5
21805,9557.0,F-295,S,2022-08-21 02:00:54,2.5
21806,3966.0,F-690,S,2022-09-04 02:00:54,3.2
21807,3966.0,F-690,S,2022-11-07 02:00:54,1.8
21808,6132.0,F-295,S,2022-12-05 02:00:54,7.9
21809,3230.0,F-690,S,2022-09-10 02:00:54,0.2
21810,9557.0,F-295,S,2023-01-29 02:00:54,3.3000000000000003
21811,3230.0,F-690,S,2022-09-04 02:00:54,2.7
21812,3230.0,F-690,S,2022-09-18 02:00:54,5.1000000000000005
21813,3966.0,F-690,S,2022-11-12 02:00:54,2.4000000000000004
21814,4620.0,F-690,S,2022-11-12 02:00:54,5.800000000000001
21815,3966.0,F-690,S,2022-09-11 02:00:54,3.5
21816,9557.0,F-295,S,2022-10-19 02:00:54,0.9
21817,3966.0,F-690,S,2022-11-19 02:00:54,1.8
21818,4620.0,F-690,S,2022-12-16 02:00:54,3.7
21819,4480.0,F-690,S,2022-09-05 02:00:54,1.1
21820,7644.0,F-690,S,2022-12-15 02:00:54,8.3
21821,3966.0,F-690,S,2023-01-26 02:00:54,1.8
21822,5967.0,F-690,S,2022-08-08 02:00:54,1.6
21823,3966.0,F-690,S,2022-08-31 02:00:54,5.5
21824,9557.0,F-295,S,2022-12-27 02:00:54,0.1
21825,4620.0,F-690,S,2022-11-27 02:00:54,3.5
21826,8240.0,F-295,S,2022-11-03 02:00:54,0.7000000000000001
21827,9519.0,F-295,S,2022-10-17 02:00:54,1.1
21828,9557.0,F-295,S,2022-08-21 02:00:54,3.1
21829,8333.0,F-690,S,2022-08-10 02:00:54,5.0
21830,3834.0,F-690,S,2022-09-03 02:00:54,0.7000000000000001
21831,9557.0,F-295,S,2022-08-21 02:00:54,1.6
21832,3966.0,F-690,S,2022-09-30 02:00:54,2.3000000000000003
21833,7644.0,F-690,S,2022-08-28 02:00:54,6.9
21834,9557.0,F-295,S,2023-01-29 02:00:54,1.3
21835,5967.0,F-690,S,2022-08-12 02:00:54,1.4000000000000001
21836,7560.0,F-295,S,2022-08-08 02:00:54,0.4
21837,5400.0,F-690,S,2022-08-11 02:00:54,0.1
21838,4620.0,F-690,S,2022-11-27 02:00:54,7.1000000000000005
21839,4480.0,F-690,S,2022-09-10 02:00:54,0.8
21840,3230.0,F-690,S,2022-08-05 02:00:54,5.5
21841,3966.0,F-690,S,2022-08-31 02:00:54,4.3
21842,3966.0,F-690,S,2022-08-31 02:00:54,11.200000000000001
21843,7644.0,F-690,S,2022-08-07 02:00:54,0.30000000000000004
21844,7644.0,F-690,S,2022-11-05 02:00:54,1.5
21845,9557.0,F-295,S,2022-12-14 02:00:54,2.0
21846,5240.0,F-295,S,2022-08-03 02:00:54,0.2
21847,3834.0,F-690,S,2022-11-12 02:00:54,1.6
21848,3966.0,F-690,S,2022-11-14 02:00:54,2.4000000000000004
21849,9557.0,F-295,S,2022-11-16 02:00:54,5.0
21850,7644.0,F-690,S,2022-10-08 02:00:54,3.0
21851,9557.0,F-295,S,2022-08-23 02:00:54,3.4000000000000004
21852,5967.0,F-690,S,2022-08-04 02:00:54,3.8000000000000003
21853,9557.0,F-295,S,2023-01-29 02:00:54,13.0
21854,9268.0,F-690,S,2022-08-08 02:00:54,1.6
21855,9557.0,F-295,S,2022-09-06 02:00:54,2.5
21856,3966.0,F-690,S,2022-08-11 02:00:54,5.2
21857,9557.0,F-295,S,2022-09-05 02:00:54,0.0
21858,8544.0,F-295,S,2022-10-21 02:00:54,2.9000000000000004
21859,9557.0,F-295,S,2022-08-21 02:00:54,3.2
21860,4480.0,F-690,S,2022-09-27 02:00:54,5.6000000000000005
21861,8288.0,F-295,S,2022-08-04 02:00:54,4.6000000000000005
21862,8544.0,F-295,S,2022-10-21 02:00:54,0.0
21863,9268.0,F-690,S,2022-08-08 02:00:54,10.100000000000001
21864,9268.0,F-690,S,2022-09-22 02:00:54,12.3
21865,9557.0,F-295,S,2022-09-05 02:00:54,0.8
21866,5104.0,F-690,S,2022-11-24 02:00:54,0.7000000000000001
21867,4480.0,F-690,S,2022-09-05 02:00:54,4.7
21868,3966.0,F-690,S,2022-11-24 02:00:54,3.4000000000000004
21869,9557.0,F-295,S,2022-09-20 02:00:54,3.8000000000000003
21870,3834.0,F-690,S,2022-10-09 02:00:54,4.1000000000000005
21871,4620.0,F-690,S,2022-11-27 02:00:54,0.9
21872,4480.0,F-690,S,2022-09-04 02:00:54,5.300000000000001
21873,3966.0,F-690,S,2022-11-03 02:00:54,7.9
21874,9557.0,F-295,S,2022-08-21 02:00:54,3.2
21875,6084.0,F-295,S,2022-10-22 02:00:54,1.5
21876,3966.0,F-690,S,2022-09-17 02:00:54,6.1000000000000005
21877,5400.0,F-690,S,2022-11-16 02:00:54,2.1
21878,3966.0,F-690,S,2022-08-31 02:00:54,1.1
21879,3966.0,F-690,S,2022-10-05 02:00:54,1.6
21880,4620.0,F-690,S,2022-09-10 02:00:54,7.0
21881,3966.0,F-690,S,2022-12-12 02:00:54,2.5
21882,9557.0,F-295,S,2022-12-27 02:00:54,1.8
21883,6656.0,F-295,S,2022-08-05 02:00:54,4.2
21884,9268.0,F-690,S,2022-11-14 02:00:54,3.8000000000000003
21885,8544.0,F-295,S,2022-08-06 02:00:54,2.8000000000000003
21886,4480.0,F-690,S,2022-08-08 02:00:54,6.1000000000000005
21887,3230.0,F-690,S,2022-09-05 02:00:54,4.6000000000000005
21888,3966.0,F-690,S,2022-08-31 02:00:54,2.6
21889,9268.0,F-690,S,2022-11-14 02:00:54,3.1
21890,6156.0,F-295,S,2022-08-11 02:00:54,0.9
21891,9557.0,F-295,S,2022-10-10 02:00:54,1.5
21892,3966.0,F-690,S,2022-09-17 02:00:54,0.4
21893,3966.0,F-690,S,2022-11-13 02:00:54,0.30000000000000004
21894,4620.0,F-690,S,2022-11-27 02:00:54,5.5
21895,9557.0,F-295,S,2023-01-29 02:00:54,2.0
21896,9557.0,F-295,S,2022-09-09 02:00:54,1.8
21897,3230.0,F-690,S,2022-08-11 02:00:54,5.4
21898,3966.0,F-690,S,2022-09-11 02:00:54,2.7
21899,3834.0,F-690,S,2022-08-10 02:00:54,0.8
21900,5400.0,F-690,S,2022-08-31 02:00:54,3.3000000000000003
21901,3230.0,F-690,S,2022-08-05 02:00:54,2.5
21902,9557.0,F-295,S,2022-10-30 02:00:54,2.2
21903,6252.0,F-295,S,2022-10-26 02:00:54,3.2
21904,5104.0,F-690,S,2022-08-06 02:00:54,11.8
21905,3966.0,F-690,S,2022-10-13 02:00:54,0.0
21906,7905.0,F-295,S,2022-08-05 02:00:54,4.1000000000000005
21907,7644.0,F-690,S,2022-08-07 02:00:54,0.6000000000000001
21908,6252.0,F-295,S,2022-08-22 02:00:54,0.4
21909,8288.0,F-295,S,2022-11-06 02:00:54,1.4000000000000001
21910,9268.0,F-690,S,2022-08-08 02:00:54,12.600000000000001
21911,3966.0,F-690,S,2022-08-08 02:00:54,0.30000000000000004
21912,6565.0,F-295,S,2022-08-07 02:00:54,0.8
21913,3966.0,F-690,S,2022-09-17 02:00:54,0.2
21914,3230.0,F-690,S,2022-08-05 02:00:54,4.2
21915,7644.0,F-690,S,2022-08-11 02:00:54,2.3000000000000003
21916,9268.0,F-690,S,2022-08-12 02:00:54,0.30000000000000004
21917,6252.0,F-295,S,2022-08-22 02:00:54,0.6000000000000001
21918,3966.0,F-690,S,2022-08-31 02:00:54,0.1
21919,5400.0,F-690,S,2022-11-16 02:00:54,2.2
21920,9557.0,F-295,S,2023-01-29 02:00:54,2.1
21921,3966.0,F-690,S,2022-11-14 02:00:54,0.7000000000000001
21922,3966.0,F-690,S,2022-11-13 02:00:54,7.6000000000000005
21923,9557.0,F-295,S,2022-10-09 02:00:54,3.2
21924,4620.0,F-690,S,2022-08-12 02:00:54,7.4
21925,3834.0,F-690,S,2022-08-06 02:00:54,5.4
21926,3966.0,F-690,S,2022-10-08 02:00:54,0.8
21927,4480.0,F-690,S,2022-11-12 02:00:54,1.8
21928,3230.0,F-690,S,2022-08-07 02:00:54,0.5
21929,3966.0,F-690,S,2022-09-27 02:00:54,0.6000000000000001
21930,3230.0,F-690,S,2022-08-05 02:00:54,2.3000000000000003
21931,9557.0,F-295,S,2022-10-30 02:00:54,1.5
21932,4620.0,F-690,S,2022-10-08 02:00:54,0.9
21933,5967.0,F-690,S,2022-08-08 02:00:54,11.4
21934,9557.0,F-295,S,2022-08-21 02:00:54,7.300000000000001
21935,3230.0,F-690,S,2022-11-20 02:00:54,1.1
21936,3966.0,F-690,S,2022-09-30 02:00:54,11.0
21937,4480.0,F-690,S,2022-12-19 02:00:54,1.3
21938,3966.0,F-690,S,2022-10-05 02:00:54,0.1
21939,8624.0,F-295,S,2022-09-16 02:00:54,0.8
21940,4480.0,F-690,S,2022-08-11 02:00:54,3.6
21941,5400.0,F-690,S,2022-09-23 02:00:54,0.1
21942,3966.0,F-690,S,2022-11-03 02:00:54,8.3
21943,3966.0,F-690,S,2022-10-21 02:00:54,0.1
21944,9557.0,F-295,S,2022-09-09 02:00:54,0.7000000000000001
21945,9268.0,F-690,S,2022-09-05 02:00:54,1.2000000000000002
21946,9072.0,F-295,S,2022-11-08 02:00:54,1.1
21947,3834.0,F-690,S,2022-09-05 02:00:54,6.5
21948,5400.0,F-690,S,2022-12-13 02:00:54,2.1
21949,3230.0,F-690,S,2022-11-20 02:00:54,2.2
21950,6656.0,F-295,S,2022-08-05 02:00:54,0.1
21951,8224.0,F-295,S,2022-08-07 02:00:54,2.3000000000000003
21952,6252.0,F-295,S,2022-08-22 02:00:54,4.0
21953,5104.0,F-690,S,2022-08-09 02:00:54,5.800000000000001
21954,3834.0,F-690,S,2022-11-12 02:00:54,0.7000000000000001
21955,9072.0,F-295,S,2022-11-08 02:00:54,1.0
21956,3966.0,F-690,S,2022-10-05 02:00:54,0.6000000000000001
21957,9144.0,F-295,S,2022-11-14 02:00:54,5.9
21958,7644.0,F-690,S,2022-08-11 02:00:54,0.30000000000000004
21959,3230.0,F-690,S,2022-08-22 02:00:54,1.7000000000000002
21960,5841.0,F-295,S,2022-08-06 02:00:54,2.9000000000000004
21961,7644.0,F-690,S,2022-11-05 02:00:54,1.5
21962,5841.0,F-295,S,2022-08-07 02:00:54,11.100000000000001
21963,3834.0,F-690,S,2023-01-21 02:00:54,4.5
21964,9994.0,F-295,S,2022-08-25 02:00:54,9.0
21965,3966.0,F-690,S,2022-09-17 02:00:54,1.4000000000000001
21966,4480.0,F-690,S,2022-08-08 02:00:54,4.2
21967,5967.0,F-690,S,2022-10-10 02:00:54,3.9000000000000004
21968,3230.0,F-690,S,2022-08-05 02:00:54,0.0
21969,4480.0,F-690,S,2022-08-08 02:00:54,10.700000000000001
21970,7644.0,F-690,S,2022-08-28 02:00:54,5.5
21971,9557.0,F-295,S,2022-09-05 02:00:54,1.7000000000000002
21972,3966.0,F-690,S,2022-08-31 02:00:54,3.7
21973,9519.0,F-295,S,2022-10-17 02:00:54,14.100000000000001
21974,4480.0,F-690,S,2022-11-12 02:00:54,3.8000000000000003
21975,3966.0,F-690,S,2022-11-20 02:00:54,2.2
21976,3966.0,F-690,S,2022-11-13 02:00:54,12.700000000000001
21977,4480.0,F-690,S,2022-10-08 02:00:54,6.800000000000001
21978,9268.0,F-690,S,2022-09-04 02:00:54,0.30000000000000004
21979,5400.0,F-690,S,2022-09-05 02:00:54,0.9
21980,9557.0,F-295,S,2023-01-29 02:00:54,7.300000000000001
21981,3966.0,F-690,S,2022-11-13 02:00:54,0.1
21982,9557.0,F-295,S,2023-01-22 02:00:54,2.4000000000000004
21983,9268.0,F-690,S,2022-10-10 02:00:54,6.1000000000000005
21984,3230.0,F-690,S,2022-09-10 02:00:54,7.4
21985,5104.0,F-690,S,2022-10-07 02:00:54,5.5
21986,7644.0,F-690,S,2022-11-05 02:00:54,0.5
21987,3966.0,F-690,S,2022-09-30 02:00:54,4.2
21988,4480.0,F-690,S,2022-09-21 02:00:54,1.5
21989,3834.0,F-690,S,2022-08-23 02:00:54,3.0
21990,8288.0,,S,2022-11-22 02:00:54,4.7
21991,7785.0,F-295,S,2022-10-21 02:00:54,0.6000000000000001
21992,9557.0,F-295,S,2022-08-21 02:00:54,0.7000000000000001
21993,9557.0,F-295,S,2022-12-26 02:00:54,3.1
21994,3966.0,F-690,S,2022-09-30 02:00:54,5.2
21995,9557.0,F-295,S,2022-09-07 02:00:54,1.1
21996,3966.0,F-690,S,2022-08-31 02:00:54,1.6
21997,8224.0,F-295,S,2022-10-07 02:00:54,3.4000000000000004
21998,9557.0,F-295,S,2022-08-23 02:00:54,2.5
21999,3966.0,F-690,S,2022-11-03 02:00:54,3.9000000000000004
22000,9144.0,F-295,S,2022-08-08 02:00:54,1.7000000000000002
22001,3834.0,F-690,S,2022-11-12 02:00:54,3.0
22002,5967.0,F-690,S,2022-08-12 02:00:54,5.4
22003,3966.0,F-690,S,2022-08-31 02:00:54,7.1000000000000005
22004,3966.0,F-690,S,2022-08-31 02:00:54,1.3
22005,5104.0,F-690,S,2022-08-09 02:00:54,0.1
22006,5104.0,F-690,S,2022-09-19 02:00:54,4.7
22007,3966.0,F-690,S,2022-09-17 02:00:54,0.4
22008,9504.0,F-295,S,2022-10-20 02:00:54,3.6
22009,7644.0,F-690,S,2022-08-11 02:00:54,0.30000000000000004
22010,6156.0,F-295,S,2022-10-02 02:00:54,1.2000000000000002
22011,3966.0,F-690,S,2022-09-11 02:00:54,1.0
22012,3966.0,F-690,S,2022-11-13 02:00:54,1.4000000000000001
22013,6204.0,F-295,S,2022-12-21 02:00:54,2.2
22014,3230.0,F-690,S,2022-09-10 02:00:54,2.3000000000000003
22015,4620.0,F-690,S,2022-09-21 02:00:54,0.6000000000000001
22016,4620.0,F-690,S,2022-08-12 02:00:54,5.0
22017,4620.0,F-690,S,2022-11-27 02:00:54,0.2
22018,8288.0,F-295,S,2022-08-04 02:00:54,0.4
22019,7644.0,F-690,S,2022-12-17 02:00:54,0.5
22020,6252.0,F-295,S,2022-08-22 02:00:54,0.7000000000000001
22021,3230.0,F-690,S,2022-08-05 02:00:54,2.5
22022,3966.0,F-690,S,2022-08-08 02:00:54,1.1
22023,5400.0,F-690,S,2022-10-11 02:00:54,8.200000000000001
22024,3834.0,F-690,S,2022-09-03 02:00:54,1.0
22025,9557.0,F-295,S,2022-10-09 02:00:54,2.6
22026,9557.0,F-295,S,2022-08-21 02:00:54,0.5
22027,6656.0,F-295,S,2022-08-05 02:00:54,0.9
22028,3834.0,F-690,S,2022-09-08 02:00:54,2.0
22029,9268.0,F-690,S,2022-09-05 02:00:54,1.5
22030,7644.0,F-690,S,2022-08-11 02:00:54,0.30000000000000004
22031,4620.0,F-690,S,2022-10-09 02:00:54,1.5
22032,6204.0,F-295,S,2022-10-14 02:00:54,4.4
22033,5104.0,F-690,S,2022-09-02 02:00:54,4.3
22034,4480.0,F-690,S,2022-12-19 02:00:54,2.7
22035,6656.0,,S,2022-12-08 02:00:54,1.8
22036,5400.0,F-690,S,2022-11-16 02:00:54,2.6
22037,9557.0,F-295,S,2022-08-23 02:00:54,2.7
22038,9557.0,F-295,S,2022-09-05 02:00:54,0.7000000000000001
22039,7644.0,F-690,S,2022-11-05 02:00:54,2.1
22040,3966.0,F-690,S,2022-08-31 02:00:54,3.4000000000000004
22041,9557.0,F-295,S,2023-01-29 02:00:54,0.0
22042,3230.0,F-690,S,2022-12-15 02:00:54,1.3
22043,6656.0,F-295,S,2022-11-22 02:00:54,8.5
22044,6276.0,F-295,S,2022-11-01 02:00:54,0.9
22045,3966.0,F-690,S,2022-09-30 02:00:54,2.6
22046,3230.0,F-690,S,2022-09-18 02:00:54,4.6000000000000005
22047,3966.0,F-690,S,2022-10-05 02:00:54,0.5
22048,3966.0,F-690,S,2022-11-12 02:00:54,0.1
22049,3966.0,F-690,S,2022-08-11 02:00:54,5.5
22050,9557.0,F-295,S,2022-09-09 02:00:54,1.2000000000000002
22051,3966.0,F-690,S,2023-01-13 02:00:54,2.4000000000000004
22052,4480.0,F-690,S,2022-12-19 02:00:54,2.1
22053,3230.0,F-690,S,2022-08-05 02:00:54,1.7000000000000002
22054,5400.0,F-690,S,2022-08-08 02:00:54,2.5
22055,6656.0,F-295,S,2022-08-30 02:00:54,6.7
22056,6204.0,F-295,S,2022-12-21 02:00:54,3.7
22057,4480.0,F-690,S,2022-11-12 02:00:54,1.0
22058,9557.0,F-295,S,2022-10-10 02:00:54,2.4000000000000004
22059,9557.0,F-295,S,2022-09-09 02:00:54,0.2
22060,3966.0,F-690,S,2022-12-14 02:00:54,0.4
22061,4480.0,F-690,S,2022-11-12 02:00:54,6.300000000000001
22062,3966.0,F-690,S,2022-10-05 02:00:54,13.5
22063,9557.0,F-295,S,2022-08-21 02:00:54,13.3
22064,6656.0,F-295,S,2022-08-30 02:00:54,0.9
22065,9268.0,F-690,S,2022-11-14 02:00:54,4.7
22066,3966.0,F-690,S,2022-10-05 02:00:54,0.4
22067,9557.0,F-295,S,2022-10-13 02:00:54,2.3000000000000003
22068,6656.0,F-295,S,2022-08-30 02:00:54,4.2
22069,3230.0,F-690,S,2022-12-15 02:00:54,3.1
22070,6786.0,F-295,S,2022-10-23 02:00:54,0.0
22071,3966.0,F-690,S,2022-12-12 02:00:54,1.2000000000000002
22072,9557.0,F-295,S,2023-01-29 02:00:54,0.1
22073,3230.0,F-690,S,2022-09-10 02:00:54,9.5
22074,9557.0,F-295,S,2022-09-13 02:00:54,0.8
22075,9557.0,F-295,S,2022-09-09 02:00:54,1.7000000000000002
22076,5400.0,F-690,S,2022-10-11 02:00:54,8.1
22077,9557.0,F-295,S,2022-08-23 02:00:54,0.9
22078,9519.0,,S,2022-11-02 02:00:54,1.8
22079,5400.0,F-690,S,2022-12-26 02:00:54,1.0
22080,9557.0,F-295,S,2023-01-29 02:00:54,1.8
22081,7644.0,F-690,S,2022-08-10 02:00:54,10.100000000000001
22082,7644.0,F-690,S,2022-08-11 02:00:54,0.6000000000000001
22083,9557.0,F-295,S,2022-09-05 02:00:54,2.7
22084,3834.0,F-690,S,2022-11-12 02:00:54,2.3000000000000003
22085,3966.0,F-690,S,2022-11-20 02:00:54,5.1000000000000005
22086,5400.0,F-690,S,2022-12-21 02:00:54,2.3000000000000003
22087,5400.0,F-690,S,2022-09-06 02:00:54,7.300000000000001
22088,5400.0,F-690,S,2022-08-11 02:00:54,0.6000000000000001
22089,3230.0,F-690,S,2022-08-11 02:00:54,1.2000000000000002
22090,9557.0,F-295,S,2022-08-21 02:00:54,0.2
22091,4480.0,F-690,S,2022-12-16 02:00:54,0.4
22092,3834.0,F-690,S,2022-08-10 02:00:54,1.8
22093,3966.0,F-690,S,2022-12-14 02:00:54,0.1
22094,9144.0,F-295,S,2022-11-14 02:00:54,7.9
22095,3966.0,F-690,S,2022-09-30 02:00:54,0.9
22096,8240.0,F-295,S,2022-11-18 02:00:54,8.1
22097,3966.0,F-690,S,2022-09-10 02:00:54,1.4000000000000001
22098,9557.0,F-295,S,2023-01-29 02:00:54,2.9000000000000004
22099,3966.0,F-690,S,2023-01-11 02:00:54,0.1
22100,5400.0,F-690,S,2022-09-06 02:00:54,1.7000000000000002
22101,6656.0,F-295,S,2022-08-07 02:00:54,0.2
22102,3230.0,F-690,S,2022-10-29 02:00:54,0.0
22103,9557.0,F-295,S,2022-10-20 02:00:54,11.8
22104,5967.0,F-690,S,2022-09-04 02:00:54,8.6
22105,3966.0,F-690,S,2022-11-03 02:00:54,5.0
22106,9268.0,F-690,S,2022-12-16 02:00:54,0.30000000000000004
22107,7644.0,F-690,S,2022-08-11 02:00:54,6.800000000000001
22108,3230.0,F-690,S,2022-10-08 02:00:54,1.5
22109,9557.0,F-295,S,2023-01-20 02:00:54,1.3
22110,6656.0,F-295,S,2022-09-17 02:00:54,0.4
22111,3966.0,F-690,S,2022-10-21 02:00:54,3.5
22112,3966.0,F-690,S,2022-10-05 02:00:54,17.8
22113,3966.0,F-690,S,2022-10-05 02:00:54,9.700000000000001
22114,3834.0,F-690,S,2022-08-10 02:00:54,0.30000000000000004
22115,9268.0,F-690,S,2022-11-14 02:00:54,2.0
22116,6276.0,F-295,S,2022-11-01 02:00:54,15.5
22117,8224.0,F-295,S,2022-10-27 02:00:54,0.6000000000000001
22118,9268.0,F-690,S,2022-08-12 02:00:54,0.8
22119,3966.0,F-690,S,2022-11-13 02:00:54,0.1
22120,9268.0,F-690,S,2022-09-05 02:00:54,6.1000000000000005
22121,4620.0,F-690,S,2022-09-04 02:00:54,11.200000000000001
22122,3230.0,F-690,S,2022-08-22 02:00:54,6.2
22123,4480.0,F-690,S,2022-08-08 02:00:54,2.7
22124,3834.0,F-690,S,2022-09-20 02:00:54,1.5
22125,4620.0,F-690,S,2022-08-08 02:00:54,0.9
22126,9557.0,F-295,S,2022-09-05 02:00:54,0.4
22127,5104.0,F-690,S,2022-08-16 02:00:54,0.7000000000000001
22128,9557.0,F-295,S,2022-10-30 02:00:54,1.1
22129,3966.0,F-690,S,2022-08-31 02:00:54,3.7
22130,6132.0,F-295,S,2022-09-28 02:00:54,1.1
22131,3834.0,F-690,S,2022-08-06 02:00:54,3.2
22132,3834.0,F-690,S,2022-10-14 02:00:54,6.9
22133,8670.0,F-295,S,2022-11-04 02:00:54,1.5
22134,9288.0,F-295,S,2022-10-27 02:00:54,0.5
22135,3966.0,F-690,S,2022-10-13 02:00:54,0.7000000000000001
22136,3966.0,F-690,S,2022-09-17 02:00:54,3.7
22137,4620.0,F-690,S,2022-08-08 02:00:54,4.2
22138,3966.0,F-690,S,2022-08-31 02:00:54,0.5
22139,8240.0,F-295,S,2022-11-03 02:00:54,1.6
22140,3966.0,F-690,S,2022-11-24 02:00:54,0.1
22141,3230.0,F-690,S,2022-08-11 02:00:54,0.6000000000000001
22142,9557.0,F-295,S,2022-08-23 02:00:54,3.5
22143,3230.0,F-690,S,2022-09-05 02:00:54,1.8
22144,9557.0,F-295,S,2022-08-21 02:00:54,3.9000000000000004
22145,3966.0,F-690,S,2022-08-14 02:00:54,3.5
22146,6656.0,F-295,S,2022-08-30 02:00:54,4.5
22147,6132.0,F-295,S,2022-08-06 02:00:54,3.2
22148,5104.0,F-690,S,2022-08-06 02:00:54,4.5
22149,3834.0,F-690,S,2022-10-07 02:00:54,3.3000000000000003
22150,9288.0,F-295,S,2022-11-08 02:00:54,1.3
22151,3834.0,F-690,S,2022-08-08 02:00:54,1.7000000000000002
22152,3834.0,F-690,S,2022-09-05 02:00:54,2.1
22153,8544.0,F-295,S,2022-08-06 02:00:54,1.1
22154,7644.0,F-690,S,2022-08-11 02:00:54,0.4
22155,9594.0,F-295,S,2022-08-06 02:00:54,3.4000000000000004
22156,9557.0,F-295,S,2022-08-21 02:00:54,3.9000000000000004
22157,7644.0,F-690,S,2022-08-11 02:00:54,1.9000000000000001
22158,3966.0,F-690,S,2022-10-05 02:00:54,11.5
22159,9557.0,F-295,S,2022-10-30 02:00:54,14.3
22160,9557.0,F-295,S,2023-01-29 02:00:54,2.5
22161,8670.0,F-295,S,2022-08-27 02:00:54,10.700000000000001
22162,3966.0,F-690,S,2022-08-31 02:00:54,6.6000000000000005
22163,3966.0,F-690,S,2022-10-05 02:00:54,11.0
22164,9557.0,F-295,S,2022-08-23 02:00:54,0.6000000000000001
22165,4480.0,F-690,S,2022-12-19 02:00:54,6.300000000000001
22166,8096.0,F-295,S,2022-11-08 02:00:54,2.1
22167,5104.0,F-690,S,2022-08-06 02:00:54,1.5
22168,7644.0,F-690,S,2022-08-07 02:00:54,2.0
22169,3966.0,F-690,S,2022-10-05 02:00:54,7.300000000000001
22170,7644.0,F-690,S,2022-09-21 02:00:54,0.8
22171,8288.0,F-295,S,2022-11-06 02:00:54,1.2000000000000002
22172,7644.0,F-690,S,2022-08-10 02:00:54,0.5
22173,6252.0,F-295,S,2022-08-22 02:00:54,0.9
22174,3834.0,F-690,S,2022-12-16 02:00:54,0.2
22175,8224.0,F-295,S,2022-10-27 02:00:54,3.4000000000000004
22176,3966.0,F-690,S,2022-08-31 02:00:54,8.200000000000001
22177,3230.0,F-690,S,2022-09-21 02:00:54,1.5
22178,6786.0,F-295,S,2022-12-27 02:00:54,13.600000000000001
22179,2817.0,F-231,S,2022-09-07 03:04:00,2.5
22180,3724.0,F-231,S,2022-09-28 03:04:00,11.5
22181,4690.0,F-231,S,2022-10-08 03:04:00,6.300000000000001
22182,4255.0,F-630,S,2022-11-10 03:04:00,14.4
22183,2808.0,F-231,S,2022-08-08 03:04:00,1.2000000000000002
22184,5971.0,F-630,S,2022-08-26 03:04:00,4.9
22185,3360.0,F-630,S,2023-01-25 03:04:00,1.4000000000000001
22186,4824.0,F-630,S,2022-09-17 03:04:00,2.9000000000000004
22187,3336.0,F-630,S,2022-08-04 03:04:00,3.7
22188,3728.0,F-231,S,2022-10-03 03:04:00,4.0
22189,3380.0,F-630,S,2023-01-11 03:04:00,2.3000000000000003
22190,2802.0,F-231,S,2022-11-10 03:04:00,5.7
22191,4690.0,F-231,S,2022-08-09 03:04:00,9.200000000000001
22192,3728.0,F-231,S,2022-08-07 03:04:00,4.1000000000000005
22193,3764.0,F-231,S,2022-10-02 03:04:00,3.2
22194,6752.0,F-630,S,2022-08-08 03:04:00,4.4
22195,6864.0,F-630,S,2022-08-05 03:04:00,1.4000000000000001
22196,4665.0,F-231,S,2022-10-06 03:04:00,1.8
22197,4285.0,F-630,S,2022-12-17 03:04:00,2.0
22198,3724.0,F-231,S,2022-10-23 03:04:00,4.0
22199,4842.0,F-630,S,2022-12-13 03:04:00,3.0
22200,4180.0,F-630,S,2023-01-11 03:04:00,4.1000000000000005
22201,3208.0,F-630,S,2022-11-14 03:04:00,1.6
22202,2409.0,F-630,S,2022-08-13 03:04:00,1.1
22203,3724.0,F-231,S,2022-09-28 03:04:00,4.3
22204,3204.0,F-630,S,2022-08-16 03:04:00,4.6000000000000005
22205,5866.0,F-630,S,2022-08-28 03:04:00,10.200000000000001
22206,4842.0,F-630,S,2022-10-16 03:04:00,3.4000000000000004
22207,4710.0,F-231,S,2022-09-05 03:04:00,3.1
