,Month,Location,N_Fleet_type,Cycle,Count,Departing Station,N_Fleet_Type,Quarter,dist,Final_head_count,Last_head_count
2176,July,YYC,F-630,1.0,4.0,YYC,F-630,N(3),0.11304347826086956,0.45217391304347826,0.0
2177,July,YYC,F-630,1.0,4.0,YYC,F-630,N(4),0.0,0.0,0.0
2178,August,YYC,F-630,2.0,4.0,YYC,F-630,N(1),0.2898550724637681,1.1594202898550725,1.0
2179,August,YYC,F-630,2.0,4.0,YYC,F-630,N(2),0.5971014492753624,2.3884057971014494,2.0
2180,August,YYC,F-630,2.0,4.0,YYC,F-630,N(3),0.11304347826086956,0.45217391304347826,0.0
2181,August,YYC,F-630,2.0,4.0,YYC,F-630,N(4),0.0,0.0,0.0
2182,August,YYC,F-630,1.0,4.0,YYC,F-630,N(1),0.2898550724637681,1.1594202898550725,1.0
2183,August,YYC,F-630,1.0,4.0,YYC,F-630,N(2),0.5971014492753624,2.3884057971014494,2.0
2184,August,YYC,F-630,1.0,4.0,YYC,F-630,N(3),0.11304347826086956,0.45217391304347826,0.0
2185,August,YYC,F-630,1.0,4.0,YYC,F-630,N(4),0.0,0.0,0.0
2186,September,YYC,F-630,1.0,4.0,YYC,F-630,N(1),0.2898550724637681,1.1594202898550725,1.0
2187,September,YYC,F-630,1.0,4.0,YYC,F-630,N(2),0.5971014492753624,2.3884057971014494,2.0
2188,September,YYC,F-630,1.0,4.0,YYC,F-630,N(3),0.11304347826086956,0.45217391304347826,0.0
2189,September,YYC,F-630,1.0,4.0,YYC,F-630,N(4),0.0,0.0,0.0
2190,September,YYC,F-630,2.0,4.0,YYC,F-630,N(1),0.2898550724637681,1.1594202898550725,1.0
2191,September,YYC,F-630,2.0,4.0,YYC,F-630,N(2),0.5971014492753624,2.3884057971014494,2.0
2192,September,YYC,F-630,2.0,4.0,YYC,F-630,N(3),0.11304347826086956,0.45217391304347826,0.0
2193,September,YYC,F-630,2.0,4.0,YYC,F-630,N(4),0.0,0.0,0.0
2194,October,YYC,F-630,1.0,4.0,YYC,F-630,N(1),0.2898550724637681,1.1594202898550725,1.0
2195,October,YYC,F-630,1.0,4.0,YYC,F-630,N(2),0.5971014492753624,2.3884057971014494,2.0
2196,October,YYC,F-630,1.0,4.0,YYC,F-630,N(3),0.11304347826086956,0.45217391304347826,0.0
2197,October,YYC,F-630,1.0,4.0,YYC,F-630,N(4),0.0,0.0,0.0
2198,October,YYC,F-630,2.0,4.0,YYC,F-630,N(1),0.2898550724637681,1.1594202898550725,1.0
2199,October,YYC,F-630,2.0,4.0,YYC,F-630,N(2),0.5971014492753624,2.3884057971014494,2.0
2200,October,YYC,F-630,2.0,4.0,YYC,F-630,N(3),0.11304347826086956,0.45217391304347826,0.0
2201,October,YYC,F-630,2.0,4.0,YYC,F-630,N(4),0.0,0.0,0.0
2202,November,YYC,F-630,2.0,4.0,YYC,F-630,N(1),0.2898550724637681,1.1594202898550725,1.0
2203,November,YYC,F-630,2.0,4.0,YYC,F-630,N(2),0.5971014492753624,2.3884057971014494,2.0
2204,November,YYC,F-630,2.0,4.0,YYC,F-630,N(3),0.11304347826086956,0.45217391304347826,0.0
2205,November,YYC,F-630,2.0,4.0,YYC,F-630,N(4),0.0,0.0,0.0
2206,November,YYC,F-630,1.0,4.0,YYC,F-630,N(1),0.2898550724637681,1.1594202898550725,1.0
2207,November,YYC,F-630,1.0,4.0,YYC,F-630,N(2),0.5971014492753624,2.3884057971014494,2.0
2208,November,YYC,F-630,1.0,4.0,YYC,F-630,N(3),0.11304347826086956,0.45217391304347826,0.0
2209,November,YYC,F-630,1.0,4.0,YYC,F-630,N(4),0.0,0.0,0.0
2210,December,YYC,F-630,2.0,4.0,YYC,F-630,N(1),0.2898550724637681,1.1594202898550725,1.0
2211,December,YYC,F-630,2.0,4.0,YYC,F-630,N(2),0.5971014492753624,2.3884057971014494,2.0
2212,December,YYC,F-630,2.0,4.0,YYC,F-630,N(3),0.11304347826086956,0.45217391304347826,0.0
2213,December,YYC,F-630,2.0,4.0,YYC,F-630,N(4),0.0,0.0,0.0
2214,December,YYC,F-630,1.0,4.0,YYC,F-630,N(1),0.2898550724637681,1.1594202898550725,1.0
2215,December,YYC,F-630,1.0,4.0,YYC,F-630,N(2),0.5971014492753624,2.3884057971014494,2.0
2216,December,YYC,F-630,1.0,4.0,YYC,F-630,N(3),0.11304347826086956,0.45217391304347826,0.0
2217,December,YYC,F-630,1.0,4.0,YYC,F-630,N(4),0.0,0.0,0.0
2218,January,YYC,F-630,1.0,4.0,YYC,F-630,N(1),0.2898550724637681,1.1594202898550725,1.0
2219,January,YYC,F-630,1.0,4.0,YYC,F-630,N(2),0.5971014492753624,2.3884057971014494,2.0
2220,January,YYC,F-630,1.0,4.0,YYC,F-630,N(3),0.11304347826086956,0.45217391304347826,0.0
2221,January,YYC,F-630,1.0,4.0,YYC,F-630,N(4),0.0,0.0,0.0
2222,January,YYC,F-630,2.0,4.0,YYC,F-630,N(1),0.2898550724637681,1.1594202898550725,1.0
2223,January,YYC,F-630,2.0,4.0,YYC,F-630,N(2),0.5971014492753624,2.3884057971014494,2.0
2224,January,YYC,F-630,2.0,4.0,YYC,F-630,N(3),0.11304347826086956,0.45217391304347826,0.0
2225,January,YYC,F-630,2.0,4.0,YYC,F-630,N(4),0.0,0.0,0.0
2226,July,YYC,F-231,2.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2227,July,YYC,F-231,2.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2228,July,YYC,F-231,2.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2229,July,YYC,F-231,2.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2230,July,YYC,F-231,1.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2231,July,YYC,F-231,1.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2232,July,YYC,F-231,1.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2233,July,YYC,F-231,1.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2234,August,YYC,F-231,2.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2235,August,YYC,F-231,2.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2236,August,YYC,F-231,2.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2237,August,YYC,F-231,2.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2238,August,YYC,F-231,1.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2239,August,YYC,F-231,1.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2240,August,YYC,F-231,1.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2241,August,YYC,F-231,1.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2242,September,YYC,F-231,1.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2243,September,YYC,F-231,1.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2244,September,YYC,F-231,1.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2245,September,YYC,F-231,1.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2246,September,YYC,F-231,2.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2247,September,YYC,F-231,2.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2248,September,YYC,F-231,2.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2249,September,YYC,F-231,2.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2250,October,YYC,F-231,1.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2251,October,YYC,F-231,1.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2252,October,YYC,F-231,1.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2253,October,YYC,F-231,1.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2254,October,YYC,F-231,2.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2255,October,YYC,F-231,2.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2256,October,YYC,F-231,2.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2257,October,YYC,F-231,2.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2258,November,YYC,F-231,2.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2259,November,YYC,F-231,2.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2260,November,YYC,F-231,2.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2261,November,YYC,F-231,2.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2262,November,YYC,F-231,1.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2263,November,YYC,F-231,1.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2264,November,YYC,F-231,1.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2265,November,YYC,F-231,1.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2266,December,YYC,F-231,2.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2267,December,YYC,F-231,2.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2268,December,YYC,F-231,2.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2269,December,YYC,F-231,2.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2270,December,YYC,F-231,1.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2271,December,YYC,F-231,1.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2272,December,YYC,F-231,1.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2273,December,YYC,F-231,1.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2274,January,YYC,F-231,1.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2275,January,YYC,F-231,1.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2276,January,YYC,F-231,1.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2277,January,YYC,F-231,1.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2278,January,YYC,F-231,2.0,3.0,YYC,F-231,N(1),0.3684210526315789,1.1052631578947367,1.0
2279,January,YYC,F-231,2.0,3.0,YYC,F-231,N(2),0.0,0.0,0.0
2280,January,YYC,F-231,2.0,3.0,YYC,F-231,N(3),0.631578947368421,1.894736842105263,2.0
2281,January,YYC,F-231,2.0,3.0,YYC,F-231,N(4),0.0,0.0,0.0
2282,July,YYC,F-286,2.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2283,July,YYC,F-286,2.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2284,July,YYC,F-286,2.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2285,July,YYC,F-286,2.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2286,July,YYC,F-286,1.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2287,July,YYC,F-286,1.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2288,July,YYC,F-286,1.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2289,July,YYC,F-286,1.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2290,August,YYC,F-286,2.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2291,August,YYC,F-286,2.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2292,August,YYC,F-286,2.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2293,August,YYC,F-286,2.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2294,August,YYC,F-286,1.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2295,August,YYC,F-286,1.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2296,August,YYC,F-286,1.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2297,August,YYC,F-286,1.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2298,September,YYC,F-286,1.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2299,September,YYC,F-286,1.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2300,September,YYC,F-286,1.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2301,September,YYC,F-286,1.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2302,September,YYC,F-286,2.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2303,September,YYC,F-286,2.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2304,September,YYC,F-286,2.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2305,September,YYC,F-286,2.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2306,October,YYC,F-286,1.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2307,October,YYC,F-286,1.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2308,October,YYC,F-286,1.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2309,October,YYC,F-286,1.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2310,October,YYC,F-286,2.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2311,October,YYC,F-286,2.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2312,October,YYC,F-286,2.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2313,October,YYC,F-286,2.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2314,November,YYC,F-286,2.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2315,November,YYC,F-286,2.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2316,November,YYC,F-286,2.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2317,November,YYC,F-286,2.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2318,November,YYC,F-286,1.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2319,November,YYC,F-286,1.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2320,November,YYC,F-286,1.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2321,November,YYC,F-286,1.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2322,December,YYC,F-286,2.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2323,December,YYC,F-286,2.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2324,December,YYC,F-286,2.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2325,December,YYC,F-286,2.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2326,December,YYC,F-286,1.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2327,December,YYC,F-286,1.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2328,December,YYC,F-286,1.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2329,December,YYC,F-286,1.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2330,January,YYC,F-286,1.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2331,January,YYC,F-286,1.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2332,January,YYC,F-286,1.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2333,January,YYC,F-286,1.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2334,January,YYC,F-286,2.0,3.0,YYC,F-286,N(1),0.3626943005181347,1.0880829015544042,1.0
2335,January,YYC,F-286,2.0,3.0,YYC,F-286,N(2),0.23056994818652848,0.6917098445595855,1.0
2336,January,YYC,F-286,2.0,3.0,YYC,F-286,N(3),0.4067357512953368,1.2202072538860103,1.0
2337,January,YYC,F-286,2.0,3.0,YYC,F-286,N(4),0.0,0.0,0.0
2338,July,YEG,F-347,2.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2339,July,YEG,F-347,2.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2340,July,YEG,F-347,2.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2341,July,YEG,F-347,2.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2342,July,YEG,F-347,1.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2343,July,YEG,F-347,1.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2344,July,YEG,F-347,1.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2345,July,YEG,F-347,1.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2346,August,YEG,F-347,2.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2347,August,YEG,F-347,2.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2348,August,YEG,F-347,2.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2349,August,YEG,F-347,2.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2350,August,YEG,F-347,1.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2351,August,YEG,F-347,1.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2352,August,YEG,F-347,1.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2353,August,YEG,F-347,1.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2354,September,YEG,F-347,1.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2355,September,YEG,F-347,1.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2356,September,YEG,F-347,1.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2357,September,YEG,F-347,1.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2358,September,YEG,F-347,2.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2359,September,YEG,F-347,2.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2360,September,YEG,F-347,2.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2361,September,YEG,F-347,2.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2362,October,YEG,F-347,1.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2363,October,YEG,F-347,1.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2364,October,YEG,F-347,1.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2365,October,YEG,F-347,1.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2366,October,YEG,F-347,2.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2367,October,YEG,F-347,2.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2368,October,YEG,F-347,2.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2369,October,YEG,F-347,2.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2370,November,YEG,F-347,2.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2371,November,YEG,F-347,2.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2372,November,YEG,F-347,2.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2373,November,YEG,F-347,2.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2374,November,YEG,F-347,1.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2375,November,YEG,F-347,1.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2376,November,YEG,F-347,1.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2377,November,YEG,F-347,1.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2378,December,YEG,F-347,2.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2379,December,YEG,F-347,2.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2380,December,YEG,F-347,2.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2381,December,YEG,F-347,2.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2382,December,YEG,F-347,1.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2383,December,YEG,F-347,1.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2384,December,YEG,F-347,1.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2385,December,YEG,F-347,1.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2386,January,YEG,F-347,1.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2387,January,YEG,F-347,1.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2388,January,YEG,F-347,1.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2389,January,YEG,F-347,1.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2390,January,YEG,F-347,2.0,2.0,YEG,F-347,N(1),0.2536231884057971,0.5072463768115942,1.0
2391,January,YEG,F-347,2.0,2.0,YEG,F-347,N(2),0.2028985507246377,0.4057971014492754,0.0
2392,January,YEG,F-347,2.0,2.0,YEG,F-347,N(3),0.5434782608695652,1.0869565217391304,1.0
2393,January,YEG,F-347,2.0,2.0,YEG,F-347,N(4),0.0,0.0,0.0
2394,July,YEG,F-295,2.0,2.0,YEG,F-295,N(1),0.210688591983556,0.421377183967112,0.0
2395,July,YEG,F-295,2.0,2.0,YEG,F-295,N(2),0.36382322713257964,0.7276464542651593,1.0
2396,July,YEG,F-295,2.0,2.0,YEG,F-295,N(3),0.42548818088386436,0.8509763617677287,1.0
2397,July,YEG,F-295,2.0,2.0,YEG,F-295,N(4),0.0,0.0,0.0
2398,July,YEG,F-295,1.0,2.0,YEG,F-295,N(1),0.210688591983556,0.421377183967112,0.0
2399,July,YEG,F-295,1.0,2.0,YEG,F-295,N(2),0.36382322713257964,0.7276464542651593,1.0
2400,July,YEG,F-295,1.0,2.0,YEG,F-295,N(3),0.42548818088386436,0.8509763617677287,1.0
2401,July,YEG,F-295,1.0,2.0,YEG,F-295,N(4),0.0,0.0,0.0
2402,August,YEG,F-295,2.0,2.0,YEG,F-295,N(1),0.210688591983556,0.421377183967112,0.0
2403,August,YEG,F-295,2.0,2.0,YEG,F-295,N(2),0.36382322713257964,0.7276464542651593,1.0
2404,August,YEG,F-295,2.0,2.0,YEG,F-295,N(3),0.42548818088386436,0.8509763617677287,1.0
2405,August,YEG,F-295,2.0,2.0,YEG,F-295,N(4),0.0,0.0,0.0
2406,August,YEG,F-295,1.0,2.0,YEG,F-295,N(1),0.210688591983556,0.421377183967112,0.0
2407,August,YEG,F-295,1.0,2.0,YEG,F-295,N(2),0.36382322713257964,0.7276464542651593,1.0
2408,August,YEG,F-295,1.0,2.0,YEG,F-295,N(3),0.42548818088386436,0.8509763617677287,1.0
2409,August,YEG,F-295,1.0,2.0,YEG,F-295,N(4),0.0,0.0,0.0
2410,September,YEG,F-295,1.0,2.0,YEG,F-295,N(1),0.210688591983556,0.421377183967112,0.0
2411,September,YEG,F-295,1.0,2.0,YEG,F-295,N(2),0.36382322713257964,0.7276464542651593,1.0
2412,September,YEG,F-295,1.0,2.0,YEG,F-295,N(3),0.42548818088386436,0.8509763617677287,1.0
2413,September,YEG,F-295,1.0,2.0,YEG,F-295,N(4),0.0,0.0,0.0
2414,September,YEG,F-295,2.0,2.0,YEG,F-295,N(1),0.210688591983556,0.421377183967112,0.0
2415,September,YEG,F-295,2.0,2.0,YEG,F-295,N(2),0.36382322713257964,0.7276464542651593,1.0
2416,September,YEG,F-295,2.0,2.0,YEG,F-295,N(3),0.42548818088386436,0.8509763617677287,1.0
2417,September,YEG,F-295,2.0,2.0,YEG,F-295,N(4),0.0,0.0,0.0
2418,October,YEG,F-295,1.0,2.0,YEG,F-295,N(1),0.210688591983556,0.421377183967112,0.0
2419,October,YEG,F-295,1.0,2.0,YEG,F-295,N(2),0.36382322713257964,0.7276464542651593,1.0
2420,October,YEG,F-295,1.0,2.0,YEG,F-295,N(3),0.42548818088386436,0.8509763617677287,1.0
2421,October,YEG,F-295,1.0,2.0,YEG,F-295,N(4),0.0,0.0,0.0
2422,October,YEG,F-295,2.0,2.0,YEG,F-295,N(1),0.210688591983556,0.421377183967112,0.0
2423,October,YEG,F-295,2.0,2.0,YEG,F-295,N(2),0.36382322713257964,0.7276464542651593,1.0
2424,October,YEG,F-295,2.0,2.0,YEG,F-295,N(3),0.42548818088386436,0.8509763617677287,1.0
2425,October,YEG,F-295,2.0,2.0,YEG,F-295,N(4),0.0,0.0,0.0
2426,November,YEG,F-295,2.0,2.0,YEG,F-295,N(1),0.210688591983556,0.421377183967112,0.0
2427,November,YEG,F-295,2.0,2.0,YEG,F-295,N(2),0.36382322713257964,0.7276464542651593,1.0
2428,November,YEG,F-295,2.0,2.0,YEG,F-295,N(3),0.42548818088386436,0.8509763617677287,1.0
2429,November,YEG,F-295,2.0,2.0,YEG,F-295,N(4),0.0,0.0,0.0
2430,November,YEG,F-295,1.0,2.0,YEG,F-295,N(1),0.210688591983556,0.421377183967112,0.0
2431,November,YEG,F-295,1.0,2.0,YEG,F-295,N(2),0.36382322713257964,0.7276464542651593,1.0
2432,November,YEG,F-295,1.0,2.0,YEG,F-295,N(3),0.42548818088386436,0.8509763617677287,1.0
2433,November,YEG,F-295,1.0,2.0,YEG,F-295,N(4),0.0,0.0,0.0
2434,December,YEG,F-295,2.0,2.0,YEG,F-295,N(1),0.210688591983556,0.421377183967112,0.0
2435,December,YEG,F-295,2.0,2.0,YEG,F-295,N(2),0.36382322713257964,0.7276464542651593,1.0
2436,December,YEG,F-295,2.0,2.0,YEG,F-295,N(3),0.42548818088386436,0.8509763617677287,1.0
2437,December,YEG,F-295,2.0,2.0,YEG,F-295,N(4),0.0,0.0,0.0
2438,December,YEG,F-295,1.0,2.0,YEG,F-295,N(1),0.210688591983556,0.421377183967112,0.0
2439,December,YEG,F-295,1.0,2.0,YEG,F-295,N(2),0.36382322713257964,0.7276464542651593,1.0
2440,December,YEG,F-295,1.0,2.0,YEG,F-295,N(3),0.42548818088386436,0.8509763617677287,1.0
2441,December,YEG,F-295,1.0,2.0,YEG,F-295,N(4),0.0,0.0,0.0
2442,January,YEG,F-295,1.0,2.0,YEG,F-295,N(1),0.210688591983556,0.421377183967112,0.0
2443,January,YEG,F-295,1.0,2.0,YEG,F-295,N(2),0.36382322713257964,0.7276464542651593,1.0
2444,January,YEG,F-295,1.0,2.0,YEG,F-295,N(3),0.42548818088386436,0.8509763617677287,1.0
